ko_1,ko_2,ctrl_1,ctrl_2
0.06,0.22,0.05,0.05
4.85,4.79,15.42,13.49
0.2,0.21,0.29,0.43
0.45,0.57,1.07,1.3
64.71,55.61,40.5,34.06
39.26,35.54,64.15,83.18
18.46,17.98,9.28,16.66
158.86,185.89,175.09,272.47
2.03,1.52,1.49,1.25
6.28,6.12,6.28,6.27
0.23,0.44,0.59,0.14
7.49,6.42,3.78,6.66
0.47,0.33,0.9,1.13
6.87,6.43,6.3,15.99
13.42,12.48,1.48,3.78
0,0.02,0,0
2.55,3.57,7,12.59
0.4,0.19,0.19,0.31
0.31,0.21,0.81,0.62
0.07,0.1,0.09,0.11
0.1,0.13,0,0.03
0.03,0,0,0
4.61,6.75,2.78,3.94
0.23,0.45,0.34,0.88
0.18,0.15,0.3,0.37
0.25,0.12,0.02,0.12
0.17,0.06,0,0
4.15,4.8,6.56,6.88
9.52,9.86,10.07,9.5
0,0,0.41,0
0,0,0.11,0
0,0,0,0.1
0.09,0.02,0.07,0
15.53,13.68,12.47,19.09
2690.99,2727.28,2856.02,2474.93
3.38,2.89,3.27,4.46
8.4,7.6,11.75,9.73
4.33,5.21,41.71,49.48
26.02,25.56,28.15,30.02
80.31,85.79,54.75,90.09
0.03,0,0,0.06
0.05,0.06,0,0
0.2,0.19,0.57,0.49
0,0.15,0,0
0.02,0,0,0
0.01,0,0,0
0.06,0.06,0.07,0.04
11.3,13.41,12.55,13.1
6.79,7.36,7.91,10.05
122.47,135.77,391.81,320.11
3.96,3.63,7.49,9.42
0.95,1.25,3.64,2.72
15.99,22.11,44.07,28.15
0,0,0.39,0.23
0.05,0.14,0.02,0
0,0,0.48,0
0.06,0,0,0
0.59,0.82,0.61,0.66
23.07,22.73,32.97,45.25
20.8,25.6,11.6,11.73
28.4,29.31,33.56,35.44
0.94,0.9,0.15,0.26
11.59,12.34,26.98,26.72
14.32,14.7,8.98,5.76
3.29,3.65,5.99,5.75
0.21,0.14,0,0
8.81,8.18,7.46,8.56
0.01,0,0,0
47.59,55.48,71.56,38.22
4.94,4.59,5.54,4.49
0,0,0.29,0
4.37,3.21,4.65,7.41
22.78,23.94,34.74,43.84
47.59,39.38,21.8,18.25
14.45,16.74,12.14,15.18
0.06,0.04,0,0.03
0,0.18,0,0
0.21,0.49,0.09,0.34
0,0.04,0,0
57.4,55.48,46.97,97.62
26.43,28.66,35.52,37.79
0.08,0.49,0.13,0
0.09,0.06,0.08,0.68
8.75,7.34,4.13,7.21
2.4,3.51,8.86,13.98
11.35,9.61,10.81,11.21
15.64,17.84,22.1,17.47
0.05,0.09,0.01,0
8.19,7.46,3.32,5.25
4.09,3.46,2.76,2.24
5.42,4.98,3.68,8.78
0,0,0.09,0.52
5.21,5.09,5.12,7
0.03,0.12,0.05,0
1.75,1.88,9.43,6.42
0,0,0,0.77
19.54,18.89,5.77,11.1
12.86,14.51,18.91,11.01
0.04,0,0,0
0.23,0.19,0.11,0.17
0.21,0.05,0.26,0
3.65,3.35,2.29,2.8
0.02,0,0,0
0.14,0.03,0.01,0
47.28,43.73,44.18,145.33
0,0.01,0,0.16
0,0,0,0.06
2.7,2.93,2.94,2.65
0,0.03,0,0
0.21,0.14,0.03,0.04
3.16,2.99,1.81,3.2
0,0.05,0,0
5.44,4.81,5.14,11.27
0,0.13,0,0
0.11,0,0.28,0.22
0.08,0.1,0.28,0.17
0,0,0,0.01
21.5,19.93,8.36,10.02
0,0.19,0,0
51.71,48.36,51.56,46.09
20.68,21.2,20.93,29.55
10.9,11.04,29.41,25.1
0.45,0.44,0.47,0.7
2.53,2.86,5.97,5.12
68.51,69.94,68.71,85.56
8.2,13.11,36.19,30.13
0,0,0,0.03
1.81,1.67,3.18,3.58
0,0.14,0,0.11
0.07,0,0,0
16.54,15.56,34.02,36.27
0.03,0,0,0
12.66,12.9,70.8,47.1
0.01,0,0.02,0.01
0.03,0.03,0,0
10.35,11.36,4.15,4.69
0,0,0.11,0.13
0.06,0,0,0
0.04,0,0.5,0.1
3.4,2.79,3.04,2.34
0.34,0.39,5.29,7.49
0.02,0.02,0.03,0.16
20.52,20.78,20.4,19.6
2.01,2.58,2.43,3.56
0.13,0.05,0,0
0,0,0.61,0
5.64,4.91,5.61,7.67
0.08,0.09,0,0
11.31,10.92,19.49,38.14
1.04,1.37,1.94,1.15
0.04,0,0,0
0.99,2.22,4.08,5.18
6.95,8.22,11.16,10.54
6.87,6.83,2.5,4.07
0.83,1.05,0.47,2.19
20.5,20.79,11.97,15.49
0.11,0.24,0.06,0.03
0.08,0.16,0.01,0
0.46,0.19,0.71,0.96
0,0.06,0,0
3.92,4.86,3.62,3.5
3.25,3.53,3.04,2.61
39.16,41.5,90.18,79.05
53.47,56.81,51.93,69.73
27.17,25.68,66.53,70.61
0,0.1,0,0
11.11,11.44,20,18.74
0.15,0.19,0,0
4.98,5.17,12.46,27.79
8.43,8.69,7.86,16.4
0.32,0.46,0.26,0.18
0.24,0.27,0.28,0.21
26.21,33.14,36.32,38.45
10.86,12.37,19.84,18.44
0.08,0,0.56,0
6.4,5.8,10.75,12.6
0,0,0,0.17
0,0.1,0,0
7.15,8.79,13.16,11.15
17.7,15.97,16.24,18.47
20.99,18.21,9.74,10.62
1.51,1.65,2.07,2.48
12.49,12.24,10.95,13.23
0.13,0.07,0.03,0.07
16.21,17.88,10.13,14.11
2.39,1.89,7.88,7.57
0.83,1.4,0.29,0.68
2.16,4.45,2.47,0
152.9,170.16,177.21,297.28
0.61,0.68,0.88,0.58
6.52,6.44,13.26,15.84
73.33,78.04,138.01,136.8
0.17,0.16,0.22,0.21
7.65,6.89,6.64,7.47
0.04,0,0,0
0.16,0,0,0
32.92,33.38,33.42,43.74
18.77,18.03,17.3,16.91
20.65,23.12,21.55,26.99
49.61,50.02,111.08,107.59
13.8,14.52,13.89,18.33
15.79,13.78,10.93,8.48
6.7,9.42,4.21,16.35
0.4,0.61,1.44,0.61
6.94,5.59,12.66,12.43
0.08,0,0,0
2.78,4.99,3.79,10.95
0.06,0.19,0,0.09
100.31,106.01,96.46,113.57
145.41,156.24,229.16,137.17
36.15,32.59,32.76,18.12
12.22,11.33,21.48,16.56
0.03,0,0,0
7.93,8.06,19.58,32.94
0,0,0.32,1.87
12.94,14.93,9.26,13.94
4.15,4.46,8.61,8.01
0.01,0,0,0
0.27,0,0.32,0
0.14,0,0,0
38.84,38.29,28.24,37.68
0.01,0,0.03,0.03
0.66,1.14,2.05,2.83
0.2,0.33,0.4,0.27
31.72,30.13,23.38,16.09
18.75,21.6,15.05,14.77
50.6,67.73,50.71,40.8
0.87,0.98,1.52,1.45
19.56,20.86,37.91,49.76
0,0,0.03,0
0.17,0.12,0,0
7.73,6.33,12.33,9.71
1.52,1.37,0.61,0.7
351.75,335.85,172.15,141.02
0.02,0.01,0,0.04
5.33,5.11,5.58,5.44
598.11,559.01,384.59,162.08
12.71,14.33,10.13,17.76
16.14,15.33,9.95,21.55
0.03,0.04,0,0
0.24,0,0,0
4.36,4.12,2.5,2.08
0,0,0,0.23
0.09,0.11,0,0.18
0,0,0,0.13
31.45,26.8,31.89,34.71
0.07,0.29,0,0
0.59,0.26,0.63,0
0.05,0.07,0,0.02
0.13,0.06,0,0.05
29.3,24.33,23.91,31.78
16.09,15.92,51.33,66.53
6.05,6.16,8.47,8.29
0.2,0.15,0.26,0.12
0,0,0,0.32
0.92,0.33,0.64,0.26
0.67,0.33,0.12,0.35
5.03,5.82,5.43,3.74
5.16,5.62,17.42,25.76
0.02,0,0,0.05
0.17,0,0,0
176.01,243.55,231.27,463.48
18.49,17.58,30.43,21.8
1.18,1.23,0.33,1.54
1.54,1.47,0.95,3.03
1.01,0.88,0.42,1.84
1.73,1.36,1.08,1.72
32.52,34.33,16.52,49.67
8.41,9.56,3.5,11.77
9.37,13.59,7.66,7.2
0,0,0.37,0.23
0.08,0.98,0.15,0.97
6.95,4.51,1.36,11.24
0,0.87,0.58,0
0.33,1.21,0.34,0.09
9.51,9.47,11.83,23.1
0,0,0,0.14
0.03,0.07,0,0
1.61,1.61,1.39,4.81
0.1,0,0,0.19
4.67,4.87,4.76,5.09
7.8,8.13,12.85,14.77
21.44,21.18,32.23,31.55
0.01,0.03,0.04,0
0,0,0.07,0.08
16.87,16.29,12.57,22.64
0.2,0.1,0,0
6.96,7.74,7.67,13.27
2.03,0.41,7.31,4.54
0.56,0.54,0.73,1.33
1.11,1.03,1.81,1.15
10.28,10.69,24.6,17.93
1.45,1.14,0.6,0.75
0.35,0.24,0.52,1.11
21.01,21.36,32.38,27.1
0,0.02,0,0.06
5.48,4.14,7.35,12.46
11.4,10.49,8.06,9.18
0.17,0.22,0.05,0
0.07,0.12,0,0
0.32,0.29,0.49,0.49
27.21,20.17,28.76,27.34
1.91,1.9,0.33,0.57
13.57,12.34,18.41,16.32
0.11,0,0,0
28.66,28.69,20.63,37.8
0.02,0.01,0.03,0.01
6.25,5.69,18.04,16.2
0.12,0,0,0
6.7,7.03,2.92,8.72
0.07,0,0,0
0.04,0,0,0
4.67,4.88,0.56,0.52
1.96,2.03,9.77,11.08
0.14,0.28,0,0.15
755.69,658.22,928.87,1273.88
10.76,9.16,3.41,5.94
0.03,0.01,0,0
11.47,12.49,29.4,23.09
0.02,0.02,0.04,0.03
0.05,0,0,0
9.79,12,7.05,17.9
1,0.97,0.41,0.2
7.89,7.72,3.72,7.56
372.82,338.39,410.62,658.62
13.86,14.47,34.11,26.93
0,0.01,0,0
42.45,42.24,12.1,14.44
0.71,0.66,0.33,0.42
0.16,0.09,0,0
0.22,0.36,0.34,0.4
2.53,2.49,2.06,6.69
0,0.01,0,0.01
0.02,0.01,0,0.02
52.54,52.88,52.07,37.38
0.11,0.03,0,0.02
12.93,13.78,5.38,5.04
2.44,2.48,3.61,1.58
1.18,1.53,2.37,1.72
1.17,0.66,0.23,0.3
7.41,8.57,15.92,10.47
0,0.05,0,0
14.5,7.54,21.89,47.15
0,0.06,0,0.05
14.19,10.43,4.2,7.38
127.76,98.48,12.04,24.16
0.09,0.03,0,0.04
0,0.03,0,0
53.99,63.74,100.49,87.34
12.38,12.46,10.11,5.65
26.39,23.95,21.66,19.6
8.51,10.87,8.46,16.29
0.01,0,0.06,0.18
15.59,16.03,19.69,23.08
15.53,12.58,15.16,13.36
3.27,3.2,4.59,4.91
7.5,8.64,5.57,5.54
268.27,361.69,370.49,327.56
1.1,0.61,0.16,0.31
0,0.78,0,1.21
3.64,4.25,1.03,3.64
8.11,7.61,9.35,12.08
0.14,0.07,0.14,0.89
4.18,4.39,5.09,4.92
0,0,1.46,0
5.65,7.89,10.27,13.5
3.27,3.95,10.11,11.09
62.8,55.46,18.78,22.84
36.41,42.65,24.45,18.2
23.86,22.24,9.27,7.5
81.31,91.04,138.06,184.24
5.03,5.97,2,3.99
0,0,0.11,0
0.02,0.15,0.06,0.29
16.63,19.03,19.07,25.27
4.39,4.47,2.88,3.88
1.73,2.78,5.72,7.54
3.48,4.09,2.19,6.43
0.19,0.16,0,0.13
4.1,6.19,13.53,18.17
2.17,1.16,1.36,3.2
0.25,0.2,0.24,1.35
1.46,0.8,0.4,1.47
0.14,0,0,0
17.71,18.45,36.98,26.85
0.49,0.09,0.07,0.22
25.06,20.66,8.15,17.06
10.25,10,9.1,10.46
0.05,0.1,0.18,0.08
3.28,2.53,1.05,2.34
0.24,0.22,0.02,0.06
0.08,0.1,0,0
0.02,0,0,0
0,0,0.06,0
10.59,10.09,27.88,30.87
27.53,24.27,18.27,16.93
0.83,0.56,0.33,0.78
18.07,21.28,264.49,259.58
0.2,0.27,0.38,0.37
6.29,4.9,2.18,5.09
58.06,54.92,21.28,45.62
3.16,2.77,1.25,2.13
0.31,0.37,0.08,0.31
57.03,63.03,73.31,72.9
12.15,16.44,11.99,24.97
0.01,0.04,0,0
0,0.23,0,0
0.15,0.37,0,0
0.12,0,0,0
18.17,22.14,10.2,10.73
12.27,11.68,5.39,8.27
1.23,0.75,0.46,0.76
5.15,6.46,18.99,15.02
0.8,0.41,4.12,3.46
9.42,12.12,18.85,13.51
7.16,7.18,4.02,7.04
105.5,109.76,147.85,151.66
7.39,7.04,1.41,1.46
0.08,0.05,0,0.22
2.17,1.76,6.72,14.03
346.12,289.61,453.1,589.41
0.42,0.75,0.17,0.2
3.16,2.53,1.64,2.06
45.26,38.9,27.45,38.95
2.07,1.93,0.86,3.25
14.3,12.05,18.89,22.11
1.09,0,0,0
47.4,50.14,149.39,144.66
1.61,1.55,0.03,0.07
1.5,1.26,0.33,2.54
0,0,0,0.03
5.71,4.7,1.9,2.58
0,0.04,0,0
0.07,0,0.24,0
123.74,126.74,198.77,199.91
1.4,1.42,0.76,0.64
4.65,4.76,4.83,5.5
0.82,0.93,0.28,0.53
0.15,0.05,0.08,0
5.86,5.78,4.39,4.28
1.1,0.9,0.85,1.86
0.01,0.02,0.01,0
4.4,4.16,2.25,7
0,0,0,0.91
3.23,3.62,4.07,1.68
42.74,45.14,70.51,75.27
0.41,0.23,0.03,0
14.89,14.05,9.08,15.14
22.99,28.19,51.4,88.73
4.68,6.71,17.55,10.66
0,0.04,0.06,0
1.62,1.4,2.34,2.95
16.02,20.01,9.99,15.34
23.26,26.96,30.62,45.92
1.43,2,4.36,12.28
0.11,0,0.06,0.15
79.99,90.33,102.62,133.71
0.03,0,0,0
8.98,7.66,8.84,4.97
1.43,0.36,0,0
27.57,28.12,17.45,20.07
0.13,0.09,0,0
12.04,11.15,14.25,12.53
0.08,0,0,0
7.64,9.95,37.88,51.27
71.82,77.2,141.18,96.59
0.03,0,0.06,0.22
11.1,12.77,12.87,15.64
5.87,5.05,1.88,3.88
3.35,3.19,4.01,7.62
0.03,0.11,0,0
0,0.02,0,0
5.56,5.16,2.4,5.42
0,0,0.14,0.17
7.27,7.32,4.65,4.7
0,0,0.04,0.05
12.41,11.74,3.5,2.83
70.65,91.03,133.71,99.37
6.82,5.56,1.55,2.07
0.2,0.19,1.21,1.4
0.11,0.07,0.05,0.32
0.16,0,0,0
0.36,0,0,0
0.19,0.23,0,0
0.74,0.6,0.8,1.4
0,0,0.61,0
0,0,0.94,0
0,0,0,0.4
0,0,0.91,0
0,0,0,0.4
0,0.24,0,0
0.19,0.46,0,0.72
0,3.81,0,0
0,0,0,16.11
9.39,7.77,0,3.57
2.02,2.11,5.57,6.41
0,0.28,0,0
9.02,8.06,3.38,7.18
0,0,0,0.17
0.83,0,0,0
0.99,0.21,2.2,2.25
0,6.6,8.75,0
6.18,6.73,0.34,7.74
7.88,6.85,3.02,10.39
0,0,0.01,0
1.1,2.15,0,0.42
0,1.31,0,0
6.18,6.73,0.34,7.74
0,0.19,0,0
0,0,0,1.08
0.24,0.29,0,0
0,1.32,3.54,6.43
0.7,0.66,0.29,2.39
6.27,6.34,6.31,11.04
0,0,0,0.73
29.51,30.14,25.34,21.3
4.69,6.88,0.33,1.61
0.36,0,0.6,0.7
0.2,0,0,0
1.04,0.89,0,0.66
0.71,0,0,7.4
0,2.3,6.09,0
0,0,0.72,0.42
0,0.24,0,0
7.78,8.03,12.02,8.89
0,0.7,0,0
1.06,0,0.19,2.24
0,11.68,0,0
0.07,0,0.11,0
0,0.19,0,0
0.22,0,0.71,0.41
0,0,0.31,0
0,0,4.86,0
0,0.23,0,0
3.55,3.03,2.96,3.2
0,0.6,0,0
0,0.04,0.22,0.11
0,0,0.47,0
0,0,0.32,0
0.52,0.27,0.35,0.68
0,0,0,0.27
0,0.67,0,0
0.82,1.76,0.34,0.39
0.74,0.56,0,0
0.55,0.23,0,0
0,6.93,0,0
0,0.23,0,0
0,0.76,0,0
1.04,0.89,0,0.66
0,0,0.39,0
0,0.53,0,0
3.71,2.76,0,0.36
2.66,0,0,0
0.28,0.18,0.24,0
0,1.34,0,0
0.02,0,0,0
0,0,0.47,0
0.04,0,0,0
76.17,75.47,47.24,51.03
0,0,0,0.48
5.05,4.22,5.67,8.24
0.05,0,0,0
14.09,15.19,8.02,19.63
12.6,12.16,10.89,13.73
0.09,0,0,0.14
0.06,0.06,0,0.03
0.26,0.34,0.23,0.27
0,0,0.11,0
0.61,0.66,0.39,0.32
0.02,0,0,0.01
0.02,0,0,0
44.09,49.36,77.77,56.2
11.46,10.97,3.12,9.37
4.63,4.16,4.83,4.8
0.77,0.9,0.54,0.5
60.01,76,96.46,86.55
47.19,49.06,80.54,52.77
1.06,1.09,1.55,1
1.78,4.03,2.42,4.66
12.53,14.16,22.71,21.46
0,0.01,0.01,0
1.43,1.31,1.1,2.39
43.9,34.21,13.43,17.6
0.1,0.15,0.11,0.11
0,0.04,0.05,0
0.03,0,0,0
1.5,1.46,0.88,0.91
0,0.05,0.07,0.44
0.17,0.06,0,0.9
0.01,0,0,0
1.95,0.73,0.4,1.05
0,0.08,0,0
0.73,0.77,0,0.66
107.71,94.97,141.29,137.45
0.07,0.09,0,0
12.7,13.67,14.9,14.98
12.39,12.19,8.98,11.34
0,0.1,0.14,0.03
0.01,0.02,0.02,0.02
1.64,1.86,18.06,23.67
19.67,14.6,5.24,5.26
2.81,2.44,3.1,3.32
45.95,58.02,112.62,63.56
0.09,0,0,0
3.52,3.6,2.75,8.15
1.23,1.1,0.72,1.2
0.12,0,0,0.48
0.06,0.23,0.21,0
0.1,0.11,0.09,0.1
0,0,0.03,0.06
5.53,5.48,6.44,11.65
1.44,1.53,2.53,3.07
0.01,0,0,0
0.29,0.23,0.11,0.81
41.69,41.96,55.95,57.95
0.06,0,0,0
15.06,14.79,2.56,4.72
0.37,0.32,0,0.26
9.58,11.52,10.61,10.14
51.17,48.39,27.28,25.01
0.02,0.03,0,0.05
0,0,0.02,0.03
17.77,16.61,10.5,28
41.25,39.31,33.93,64.37
12.27,11.31,10.76,15.54
2.63,2.53,0.45,0.39
0.07,0.12,0,0
5.59,6.44,9.06,3.55
29.43,29.12,47.69,48.9
0.03,0.04,0.1,0
38.23,32.98,11.43,19.92
0.02,0,0,0
6.62,7.15,11.4,8.7
0.1,0.09,0.06,0.07
0.04,0.05,0,0
2.83,3.35,4.13,3.64
9.21,8.98,10.54,20.97
16.98,17.78,18.67,14.29
13.5,15.58,37.77,37.21
0,0.02,0,0.1
0.07,0.28,0,0.08
16.29,22.34,40.11,49.03
0.07,0.1,0.15,0.38
0.17,0.18,0,0
4.29,3.67,8.76,12.2
0.28,0.29,0.63,0.32
0.03,0.06,0,0.03
0.33,0.05,0,0
0.07,0,0,0
9.3,6.74,16.83,11.83
0,0,0.2,0
0.06,0,0,0
0.06,0.15,0.04,0.08
7.36,5.94,8.22,5.62
386.21,381.49,205.52,212.96
14.66,16.65,17.96,17.15
68.59,75.34,36.46,66.37
0.02,0.05,0.05,0.02
23.57,22.71,8.47,31.36
0.09,0.1,0,0.03
0.06,0.08,0,0.37
276.64,327.47,538.22,336.97
1.85,2.53,3.32,3.1
0,0,0,0.05
0.02,0.01,0.01,0
0.21,0.12,0,0.02
0.19,0.17,0.05,0.3
62.08,80.96,110.85,102.29
0.67,0.64,0.84,1.58
1.04,0.48,0,0.09
0.02,0,0,0
1.09,0.8,0.56,0.88
0.61,0.69,0.97,1.09
3.9,4.3,7.81,9.43
0.37,0.45,0,0
0.14,0,0.03,0.28
0.27,0.47,1.61,1.02
29.9,31.26,24.61,13.01
3.52,4.27,4.09,5.09
0,0.08,0,0
8.06,8.21,17.88,13.35
19.99,22.86,137.76,138.04
0.09,0.19,0,0
0.05,0.13,0,0.02
0.04,0.19,0,0
9.81,11.27,17.41,22.2
0.03,0.06,0.04,0
17.75,16.6,3.61,5.47
0.05,0,0.37,0
0.19,0,0,0
1.97,1.21,0.65,1.33
1.99,2.27,0.07,0.6
1.7,1.7,1.04,7.34
0.22,0.14,0.03,0.08
0.07,0.27,0,0.29
7.84,4.55,14.97,12.58
0,0,0,0.01
7.56,7.01,5.14,6.69
30.7,38.19,64.45,67.65
0.07,0,0,0
41.19,40.84,45.69,28.61
62.46,85.08,163.2,143.09
0.24,0.92,4.4,3.46
0.01,0.02,0,0.01
0.77,1.34,0.43,0.43
0.07,0.16,0.01,0.17
1.37,1.38,0.72,1.7
27.26,26.84,34.38,28.42
0.13,0.08,0,0
0.37,0.49,0.98,1.08
0.14,0.24,0.06,0.13
0.48,0.47,0.21,0.25
10.95,12.01,31.16,16.93
0.19,0.25,0,1.37
0.02,0,0.04,0.13
0.24,0.21,0.85,0.83
20.77,22.95,16.18,28.2
0,0.16,0,0
24.08,26.74,20.19,28.05
4.5,4.36,11.41,7.71
1.05,0.88,0.77,1.83
0,0.01,0,0
0.07,0,0,0
0.2,0.05,0.2,0.35
5.88,5.22,4.52,3.1
0,0.18,0.71,0
0,0.06,0.12,0
1.86,1.73,1.85,1.57
0,0,0.03,0
0,0.01,0,0
14.17,11.91,5.96,7.83
0.09,0.09,0.03,0.18
6.25,5.79,6.34,5.51
30.28,27.24,11.79,17.83
34.46,27.49,20.62,27.75
144.42,140.93,77.95,37.46
65.6,79.83,82.51,135.57
9.92,10.66,29.58,21.98
0.13,0.35,0.18,0.61
18.45,14.74,12.42,21.94
10.97,14.47,17.55,32.58
2.5,1.45,1.66,1.06
0.01,0.01,0,0
0.1,0.2,0,0
115.13,135.06,112.73,84.37
1.7,1.28,2.04,2.37
0.02,0.08,0,0.08
102.98,108.21,163.88,80.83
1.12,0.71,0.36,1.55
0.07,0.09,0.14,0
0.26,0,0,0.26
18.04,19.77,17.01,16.08
8.97,8.87,11.45,10.72
0.05,0.06,0.01,0
0,0,0.15,0
0.02,0.04,0,0
0.02,0.01,0,0
0.02,0,0,0
0.52,0.58,0.35,0.63
42.04,47.83,48.39,35.69
8.59,6.11,16.22,17.06
0.25,0.73,0.18,0.04
47.56,45.78,61.05,71.28
11.14,11.49,4.68,16.13
0.4,0.08,0.21,0.28
0,0,0,0.19
0.13,0,0,0
0.08,0.06,0.12,0.14
0.43,0.14,0.32,0.45
15.15,10.96,4.67,5.99
11.47,8.07,9.42,11.09
0.8,0.47,0.24,0.28
1.68,1.93,5.53,5.06
23.37,25.64,7.29,12.1
3.29,3.25,3.89,3.52
16.64,14.79,16.41,24.37
0.06,0.04,0.05,0.06
4.57,5.2,17.44,18.02
1.43,1.01,0.39,1.99
0.15,0.2,0,0.09
0,0.01,0,0.01
0.15,0.03,0.08,0.05
0.29,0.34,0.1,0.12
0.09,0,0,0
0.05,0.11,0.02,0.01
0.12,0.16,0.22,0
6.28,5.18,4.59,4.02
13.71,14.14,18.56,33.61
0.22,0,0,0
4.97,3.76,4.15,8.64
0,0.15,0,0
7.12,7.55,19.13,18.6
7.77,8.03,8.07,8.29
28.84,29.5,9.08,10.04
45.76,60.6,44.45,62.54
15.2,15.42,17.72,20.91
53.72,78.58,49.67,57.02
32.19,31.64,62.22,66.34
0,0.1,0,0.07
1.46,1.77,1.47,5.88
0.13,0.12,0.17,0.09
0,0.05,0,0.04
15.81,16.2,13.84,10.27
0.01,0,0,0
48.86,55.99,56.02,31.59
0.06,0.04,0.12,0.24
0.87,1.23,0.98,1.52
23.23,21.79,24.14,20.13
0,0.19,0,0.03
17.93,19.74,20.14,30.21
6.89,6.25,12.64,9.72
0.26,0.33,0.05,0.15
14.52,20.04,20.24,26.11
4.24,3.89,8.15,8.62
0.25,0.22,0.21,0.2
0,0,0.03,0.11
39.57,38.61,48.57,58.45
0.47,0.51,0.21,0.67
0.68,0.41,0.71,0.79
0.09,0.46,0,0.18
0.1,0.08,0.02,0.23
10.29,11.12,11.93,21.32
9.81,11.27,15.11,19.35
0.12,0.16,0.5,0.87
0.21,0,0,0
86.21,84.51,90.72,140.28
29.13,32.83,32.01,33.47
48.59,55.74,53.47,45.13
2.09,1.99,3,2.53
14.78,16.78,70.17,112.13
23.35,15.14,4.09,11.65
0.35,0.18,0.25,0.27
17.98,18.02,16.16,12.21
0.08,0.13,0.49,0.64
0,0.04,0,0
0.01,0,0,0
0,0.05,0,0
14.13,9.22,3.87,7.18
0,0,0,0.16
48.79,68.57,57.64,40.49
0.35,0.27,0.22,0.63
12.94,15.53,6.36,11.18
0.03,0.01,0.02,0
0.05,0.07,0.09,0
0.15,0.1,0,0.31
12.12,14.77,4.88,17.65
19.25,18.9,16.57,11.92
0.01,0,0.01,0
0.13,0.69,1.19,1.11
0.57,0.85,1.61,1.15
0,0,0,0.01
0.57,0.78,0.17,0.33
3.63,3.25,1.12,2.27
4.61,3.55,3.39,3.1
0.13,0.05,0.07,0.15
0.9,1.19,1.43,0.61
0,0.01,0.02,0
0.02,0,0.06,0
1.31,1.44,2.28,3.26
9.4,9.38,21.74,25.97
8.89,8.92,13.7,13.31
137.6,143.62,167.1,143.19
0.01,0,0,0
0.24,0.19,0.09,0
0.18,0.24,0.72,0.39
7.66,8.12,7.63,6.41
0.33,0.33,0.11,0.31
72.17,62.7,46.33,55.9
0.59,0.75,0.35,0.53
1.48,1.21,2.48,2.11
0,0.09,0.15,0
0.28,0.39,0.8,2.01
3,3.75,2.95,1.44
0.49,0.18,0.31,0.26
0.61,0.64,1.56,2.43
0.37,0.39,3.49,1.47
0.2,0,0,0.36
0,0,0.17,0.2
20.44,19.64,11.65,22.53
0.23,0.44,0,0.23
3.17,4.01,2.11,1
9.67,12.07,17.87,8.05
17.32,14.25,13.93,15.21
1.79,1.62,0.65,1.49
25.34,24.22,16.59,22.54
14.89,12.08,20.9,31.43
2.49,1.44,1.3,0.92
0.26,0.5,0,0
17.52,20.21,22.11,32.31
2.34,2.7,2.62,3.05
12.29,10.65,4.72,6.06
0.11,0.06,0,0
9.58,9.68,12.16,12.86
0.05,0,0.01,0.05
0,0.01,0,0
14.99,15.64,7.24,11.16
21.44,21.83,34.65,34.57
188.88,191.36,156.95,115.71
0,0,0,8.14
1.01,0.74,1.44,3.46
0,0.02,0,0
0.12,0,0,0
0.07,0,0,0
0,0,0.04,0
8.67,9.39,13.17,15.33
0.13,0,0,0
11.75,11.21,14.53,15.3
0,0.04,0,0
8.44,6.89,3.94,10.41
0,0.08,0,0
5.23,4.3,24.9,22.35
0.23,0.28,0.22,0.2
0.45,0.3,0.32,0.11
0.07,0.13,0.01,0.05
0.08,0.05,0.02,0
175.24,216.17,234.19,504.91
6.24,4.72,2.52,4.89
8.05,7.63,9.3,10.77
5.29,3.88,6.35,5.49
0.24,0.37,0,0.3
0.9,0.52,0.96,2.36
3.66,3.69,3.92,5.59
0.11,0.15,0,0
0.03,0,0,0
0,0,0,0.23
6.65,6.7,3.9,10.2
0,0,0.08,0
1.97,1.67,2.3,4.12
7.24,6.6,11.3,12.07
181.88,214.47,177.3,163.1
2.72,2.98,1.55,2.96
25.48,27.14,30.04,71.85
0.04,0.02,0,0
0,0,0.03,0
6.74,7.63,2.2,1.15
10.96,10.71,12.47,13.98
0,0,0,0.26
0.01,0.02,0,0
0.07,0.01,0.02,0.03
67.76,75.53,125.25,100.75
146.52,114.52,18.79,26.42
0.01,0,0,0
0.2,0.11,0,0
0.56,0.36,0,0.17
27.8,39.88,39.66,45.22
0,0.11,0,0.08
0.02,0.04,0,0
1.19,0.81,0.57,0.98
0.71,0.76,1.4,1.09
6.91,7.1,2.79,4.68
0,0,0.1,0.06
7.68,8.97,13.15,29.8
0.08,0.14,0.1,0.34
0.99,1.19,1.79,2.62
2.11,1.45,2.02,1.65
1.59,1.47,1.95,2.28
0.16,0.04,0.05,0.06
0.29,0.33,0.07,0.15
0,0,0,0.03
16.23,15.31,5.93,9.47
0.31,0.24,0.26,0.41
2.97,2.57,8,6.67
295.69,273.59,247.62,223.94
0.15,0.11,0.03,0.16
9.24,10.24,17.28,18.36
0.04,0,0,0
0,0.01,0.01,0
0.08,0.08,0.01,0.02
0.02,0.03,0.04,0.05
0.28,0.19,0.93,1.28
0.24,0.17,0,0.2
0.52,0.76,0.64,0.69
0.09,0,0,0
